id,grieks,translit,translitz,nedS,nedI,nedSz,nedIz,strong,CGTparsing,CGTparsingT,CGTparsingN,CGTparsingTN,griUniekeid,bijvolgende,samen
2836,πετρα,petra,petra,ROTS,rots,ROTS,rots,4073,N-DSF,N-DSF,N-DVE,N-DVE,4087,NULL,NULL
2837,οικοδομησω,oikodomēsō,oikodomeso,<i>(ik)-zal</i>-HUIS-BOUWen<i>de-zijn</i>,<i>(ik) zal</i> bouwen<i>de zijn</i>,ik-zal-HUIS-BOUWende-zijn,ik zal bouwende zijn,3618,V-FIAI-1S,V-FAI-1S,W-TOAA-1E,W-Fu-Act-Ind-1E,3670,NULL,NULL
2838,εκκλησιαν,ekklēsian,ekklesian,UIT-geROEPen,volksvergadering,UIT-geROEPen,volksvergadering,1577,N-ASF,N-ASF,N-AVE,N-AVE,1512,NULL,NULL
2839,πυλαι,pulai,pulai,POORT<i>en</i>,poort<i>en</i>,POORTen,poorten,4439,N-NPF,N-NPF,N-NVM,N-NVM,4636,NULL,NULL
2840,κατισχυσουσιν,katisk<sup>h</sup>usousin,katiskhusousin,<i>(zij)-zullen</i>-NEER-STERK-zijn<i>de-zijn</i>,<i>(zij) zullen</i> de overhand hebben<i>de zijn</i>,(zij)-zullen-NEER-STERK-zijnde-zijn,(zij) zullen de overhand hebbende zijn,2729,V-FIAI-3P,V-FAI-3P,W-TOAA-3M,W-Fu-Act-Ind-3M,2905,NULL,NULL
2841,κλεις,kleis,kleis,SLUITer<i>s</i>,sleutel<i>s</i>,SLUITers,sleutels,2807,N-APF,N-APF,N-AVM,N-AVM,2985,NULL,NULL
2842,δησης,dēsēs,deses,<i>dat-(jij)</i>-BINDE,<i>dat (jij)</i> binde,dat-jij-BINDE,dat jij binde,1210,V-NNAS-2S,V-AAS-2S,W-GHAV-2E,W-Ao-Act-Con-2E,1147,NULL,NULL
2843,δεδεμενον,dedemenon,dedemenon,<i>ge</i>BOND<i>en-hebbende</i><sup>๏</sup>,<i>ge</i>bond<i>en hebbende</i><sup>๏</sup>,geBONDen-hebbende,gebonden hebbende,1210,V-NCMP-NSN,V-RPP-NSN,W-GVMD-NOE,W-Pf-Med-Ptc-NOE,1147,NULL,NULL
2844,λυσης,lusēs,luses,<i>dat-(jij)</i>-LOSse,<i>dat (jij)</i> losmake,dat-jij-LOSse,dat jij losmake,3089,V-NNAS-2S,V-AAS-2S,W-GHAV-2E,W-Ao-Act-Con-2E,3256,NULL,NULL
2845,λελυμενον,lelumenon,lelumenon,<i>ge</i>LOS<i>t-hebbende</i><sup>๏</sup>,los<i>ge</i>maak<i>t hebbende</i><sup>๏</sup>,geLOSt-hebbende,losgemaakt hebbende,3089,V-NCMP-NSN,V-RPP-NSN,W-GVMD-NOE,W-Pf-Med-Ptc-NOE,3256,NULL,NULL
2846,διεστειλατο,diesteilato,diesteilato,<i>(hij)</i>-DOOR-STEL<i>t</i><sup>๏</sup>,<i>(hij)</i> leg<i>t</i> op<sup>๏</sup>,(hij)-DOOR-STELt๏,(hij) legt op๏,1291,V-NNMI-3S,V-AMI-3S,W-GHMA-3E,W-Ao-Med-Ind-3E,1254,NULL,NULL
2847,δεικνυειν,deiknuein,deiknuein,TONEN<i>de-te-zijn</i>,tonen<i>de te zijn</i>,TONENde-te-zijn,tonende te zijn,1166,V-NIAN,V-PAN,W-GOAO,W-Pr-Act-Inf,1119,NULL,NULL
2848,δει,dei,dei,<i>(hij)-is</i>-BINDEN<i>de</i>,<i>(hij) is</i> binden<i>de</i>,het-is-BINDENde,het is bindende,1163,V-RIAI-3S,V-PAI-3S,W-HOAA-3E,W-Pr-Act-Ind-3E,1147,NULL,NULL
2849,παθειν,pat<sup>h</sup>ein,pathein,<i>te</i>-EMOTIE-<i>en</i>,lijden<i>de te zijn</i>,te-EMOTIE-en,lijdende te zijn,3958,V-NNAN,V-2AAN,W-GHAO,W-2Ao-Act-Inf,3964,NULL,NULL
2850,αρχιερεων,ark<sup>h</sup>iereōn,arkhiereon,OORSPRONG-GEWIJD<i>en</i>,hogepriester<i>s</i>,OORSPRONG-GEWIJDen,hogepriesters,749,N-GPM,N-GPM,N-GMM,N-GMM,676,NULL,NULL
2851,αποκτανθηναι,apoktant<sup>h</sup>ēnai,apoktanthenai,VANAF-DOOD<i>ge</i>MAAK<i>t</i>-te-worden,<i>ge</i>dood <i>te worden</i>,VANAF-DOODgeMAAKt-te-worden,gedood te worden,615,V-NNPN,V-APN,W-GHPO,W-Ao-Pas-Inf,594,NULL,NULL
2852,τριτη,tritē,trite,DERDE,derde,DERDE,derde,5154,A-DSF,A-DSF,A-DVE,A-DVE,5431,NULL,NULL
2853,εγερθηναι,egert<sup>h</sup>ēnai,egerthenai,<i>ge</i>WEK<i>t-te-worden</i>,op<i>ge</i>wek<i>t te worden</i>,geWEKt-te-worden,opgewekt te worden,1453,V-NNPN,V-APN,W-GHPO,W-Ao-Pas-Inf,1412,NULL,NULL
2854,προσλαβομενος,proslabomenos,proslabomenos,NAARTOE-VATTEN<i>de</i><sup>๏</sup>,tot zich nemen<i>de</i><sup>๏</sup>,NAARTOE-VATTENde๏,tot zich nemende๏,4355,V-NNMP-NSM,V-2AMP-NSM,W-GHMD-NME,W-2Ao-Med-Ptc-NME,4535,NULL,NULL
2855,επιτιμαν,epitiman,epitiman,OP-WAARDEren<i>de-te-zijn</i>,berispen<i>de te zijn</i>,OP-WAARDErende-te-zijn,berispende te zijn,2008,V-NIAN,V-PAN,W-GOAO,W-Pr-Act-Inf,1909,NULL,NULL
2856,ειλεως,<sup>h</sup>eileōs,heileos,GUNSTIG+geSTEMd,gunstig gestemd,GUNSTIG+geSTEMd,gunstig gestemd,2436,A-NSM-ATT,A-NSM-ATT,A-NME-ATT,A-NME-ATT,2366,NULL,NULL
2857,πετρω,petrō,petro,ROTS,Petrus,ROTS,Petrus,4074,N-DSM,N-DSM,N-DME,N-DME,4089,NULL,NULL
2858,σκανδαλον,skandalon,skandalon,STRIK,strik,STRIK,strik,4625,N-NSN,N-NSN,N-NOE,N-NOE,4819,NULL,NULL
2859,φρονεις,p<sup>h</sup>roneis,phroneis,<i>(jij)-bent</i>-geNEIGd-zijn<i>de</i>,<i>(jij) bent</i> gezind zijn<i>de</i>,jij-bent-geNEIGd-zijnde,jij bent gezind zijnde,5426,V-RIAI-2S,V-PAI-2S,W-HOAA-2E,W-Pr-Act-Ind-2E,4203,NULL,NULL
2862,απαρνησασθω,aparnēsast<sup>h</sup>ō,aparnesastho,<i>laat-(hij)</i>-VANAF-ON-LAM-en<i>!</i><sup>๏</sup>,<i>laat (hij)</i> verloochenen<i>!</i><sup>๏</sup>,laat-hij-VANAF-ON-LAM-en!๏,laat hij verloochenen!๏,533,V-NNMM-3S,V-ADM-3S,W-GHMG-3E,W-Ao-Med-Imp-3E,489,NULL,NULL
2863,αρατω,aratō,arato,<i>laat-(hij)</i>-HEFFEN,<i>laat (hij)</i> heffen,laat-(hij)-HEFFEN,laat (hij) heffen,142,V-NNAM-3S,V-AAM-3S,W-GHAG-3E,W-Ao-Act-Imp-3E,125,NULL,NULL
2864,ακολουθειτω,akolout<sup>h</sup>eitō,akoloutheito,<i>laat-(hij)</i>-ON-KLEVEN-PLAATSen<i>de-zijn!</i>,<i>laat (hij)</i> volgen<i>de zijn!</i>,laat-(hij)-ON-KLEVEN-PLAATSende-zijn!,laat (hij) volgende zijn!,190,V-NIAM-3S,V-PAM-3S,W-GOAG-3E,W-Pr-Act-Imp-3E,162,NULL,NULL
2865,θελη,t<sup>h</sup>elē,thele,<i>dat-(hij)</i>-WILlen<i>de-zij</i>,<i>dat (hij)</i> willen<i>de zij</i>,dat-hij-WILlende-zij,dat hij willende zij,2309,V-NIAS-3S,V-PAS-3S,W-GOAV-3E,W-Pr-Act-Con-3E,5298,NULL,NULL
2866,σωσαι,sōsai,sosai,<i>te</i>-REDDEN,<i>te</i> redden,te-REDDEN,te redden,4982,V-NNAN,V-AAN,W-GHAO,W-Ao-Act-Inf,4888,NULL,NULL
2868,ωφεληθησεται,ōp<sup>h</sup>elēt<sup>h</sup>ēsetai,ophelethesetai,<i>(hij)-zal</i>-SCHULDig-<i>ge</i>wees<i>t-worden</i>,<i>(hem) zal</i> nut verschaf<i>t worden</i>*,(hij)-zal-SCHULDig-geweest-worden,(hem) zal nut verschaft worden*,5623,V-FIPI-3S,V-FPI-3S,W-TOPA-3E,W-Fu-Pas-Ind-3E,3728,NULL,NULL
2869,κοσμον,kosmon,kosmon,SYSTEEM,wereld,SYSTEEM,wereld,2889,N-ASM,N-ASM,N-AME,N-AME,3077,NULL,NULL
2870,ολον,<sup>h</sup>olon,holon,GEHEEL,geheel,GEHEEL,geheel,3650,A-ASM,A-ASM,A-AME,A-AME,2394,NULL,NULL
2871,κερδηση,kerdēsē,kerdese,<i>dat-(hij)</i>-WINNE,<i>dat (hij)</i> winne,dat-hij-WINNE,dat hij winne,2770,V-NNAS-3S,V-AAS-3S,W-GHAV-3E,W-Ao-Act-Con-3E,2958,NULL,NULL
2872,ζημιωθη,zēmiōt<sup>h</sup>ē,zemiothe,<i>dat-(hij)</i>-BOETE+VERLOREN-<i>worde</i>,<i>dat (hij)</i> verlies lijde*,dat-(hij)-BOETE+VERLOREN-worde,dat (hij) verlies lijde*,2210,V-NNPS-3S,V-APS-3S,W-GHPV-3E,W-Ao-Pas-Con-3E,5490,NULL,NULL
2873,ανταλλαγμα,antallagma,antallagma,INPLAATS-VERANDERing,ruil,INPLAATS-VERANDERing,ruil,465,N-ASN,N-ASN,N-AOE,N-AOE,420,NULL,NULL
2874,ψυχης,p<sup>s</sup>uk<sup>h</sup>ēs,psukhes,KOEL,ziel,KOEL,ziel,5590,N-GSF,N-GSF,N-GVE,N-GVE,4610,NULL,NULL
2875,αγγελων,aggelōn,aggelon,BOODSCHAPper<i>s</i>,boodschapper<i>s</i>,BOODSCHAPpers,boodschappers,32,N-GPM,N-GPM,N-GMM,N-GMM,78,NULL,NULL
2876,αποδωσει,apodōsei,apodosei,<i>(hij)-zal</i>-VANAF-GEVEN<i>de-zijn</i>,<i>(hij) zal</i> teruggeven<i>de zijn</i>,hij-zal-VANAF-GEVENde-zijn,hij zal teruggevende zijn,591,V-FIAI-3S,V-FAI-3S,W-TOAA-3E,W-Fu-Act-Ind-3E,573,NULL,NULL
2877,εκαστω,<sup>h</sup>ekastō,hekasto,<i>aan</i>-ELK<i>e</i>,<i>aan</i> elk<i>e</i>,aan-ELKe,aan elke,1538,A-DSM,A-DSM,A-DME,A-DME,2266,NULL,NULL
2878,πραξιν,prak<sup>s</sup>in,praksin,HANDEL-heid,praktijk,HANDEL-heid,praktijk,4234,N-ASF,N-ASF,N-AVE,N-AVE,4400,NULL,NULL
2879,εστωτων,<sup>h</sup>estōtōn,hestoton,<i>ge</i>STAAN-<i>hebbenden</i>,<i>ge</i>staan <i>hebbenden</i>,geSTAAN-hebbenden,gestaan hebbenden,2476,V-NCAP-GPM,V-RAP-GPM,W-GVAD-GMM,W-Pf-Act-Ptc-GMM,2378,NULL,NULL
2880,γευσωνται,geusōntai,geusontai,<i>dat-(zij)</i>-PROEVE+N<sup>๏</sup>,<i>dat (zij)</i> proeve(n)<sup>๏</sup>,dat-zij-PROEVE+N๏,dat zij proeve(n)๏,1089,V-NNMS-3P,V-ADS-3P,W-GHMV-3M,W-Ao-Med-Con-3M,2156,NULL,NULL
2881,ερχομενον,erk<sup>h</sup>omenon,erkhomenon,KOMEN<i>de-zijnde</i><sup>๏</sup>,komen<i>de zijnde</i><sup>๏</sup>,KOMENde-zijnde,komende zijnde,2064,V-NIMP-ASM,V-PNP-ASM,W-GOMD-AME,W-Pr-Med-Ptc-AME,1925,NULL,NULL
2882,μεθ,met<sup>h</sup>,meth,MET,na/nadat,MET,na/nadat,3326,PREP+4,PREP,PREP,PREP,3412,NULL,NULL
2883,εξ,<sup>h</sup>ek<sup>s</sup>,heks,ZES,zes,ZES,zes,1803,A-NUI,A-NUI,A-NAN,A-NAN,2337,NULL,NULL
2884,αναφερει,anap<sup>h</sup>erei,anapherei,<i>(hij)-is</i>-OPWAARTS-DRAGEN<i>de</i>,<i>(hij) is</i> omhoog brengen<i>de</i>,(hij)-is-OPWAARTS-DRAGENde,(hij) is omhoog brengende,399,V-RIAI-3S,V-PAI-3S,W-HOAA-3E,W-Pr-Act-Ind-3E,330,NULL,NULL
2885,μετεμορφωθη,metemorp<sup>h</sup>ōt<sup>h</sup>ē,metemorphothe,<i>(hij)-wordt</i>-MET-<i>ge</i>VORM<i>d</i>,<i>(hij) wordt ge</i>transformeer<i>d</i>,hij-wordt-MET-geVORMd,hij wordt getransformeerd,3339,V-NNPI-3S,V-API-3S,W-GHPA-3E,W-Ao-Pas-Ind-3E,3425,NULL,NULL
2886,ελαμψεν,elamp<sup>s</sup>en,elampsen,<i>(hij)</i>-STRAAL<i>t</i>,<i>(hij)</i> straal<i>t</i>,(hij)-STRAALt,(hij) straalt,2989,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,3164,NULL,NULL
2887,προσωπον,prosōpon,prosopon,NAARTOE-KIJK,aangezicht,NAARTOE-KIJK,aangezicht,4383,N-NSN,N-NSN,N-NOE,N-NOE,4543,NULL,NULL
2888,ιματια,<sup>h</sup>imatia,himatia,KLEED-stuk<i>ken</i>,bovenkled<i>en</i>,KLEED-stukken,bovenkleden,2440,N-NPN,N-NPN,N-NOM,N-NOM,2368,NULL,NULL
2889,λευκα,leuka,leuka,WIT<i>te</i>,wit<i>te</i>,WITte,witte,3022,A-NPN,A-NPN,A-NOM,A-NOM,3206,NULL,NULL
2891,ηλειας,ēleias,eleias,ELIA,Elía,ELIA,Elía,2243,N-NSM,N-NSM,N-NME,N-NME,1605,NULL,NULL
2892,συνλαλουντες,sunlalountes,sunlalountes,SAMEN-SPREKEN<i>de-zijnden</i>,samenspreken<i>de zijnden</i>,SAMEN-SPREKENde-zijnden,samensprekende zijnden,4814,V-NIAP-NPM,V-PAP-NPM,W-GOAD-NMM,W-Pr-Act-Ptc-NMM,5017,NULL,NULL
2893,σκηνας,skēnas,skenas,TENT<i>en</i>,tent<i>en</i>,TENTen,tenten,4633,N-APF,N-APF,N-AVM,N-AVM,4823,NULL,NULL
2894,μωυσει,mōusei,mousei,<i>aan</i>-MOZES,<i>aan</i> Mozes,aan-MOZES,aan Mozes,3475,N-DSM,N-DSM,N-DME,N-DME,3523,NULL,NULL
2895,ηλεια,ēleia,eleia,<i>aan</i>-ELIA,<i>aan</i> Elía,aan-ELIA,aan Elía,2243,N-DSM,N-DSM,N-DME,N-DME,1605,NULL,NULL
2896,νεφελη,nep<sup>h</sup>elē,nephele,WOLK,wolk,WOLK,wolk,3507,N-NSF,N-NSF,N-NVE,N-NVE,3576,NULL,NULL
2897,φωτεινη,p<sup>h</sup>ōteinē,photeine,verLICHT,lichtend,verLICHT,lichtend,5460,A-NSF,A-NSF,A-NVE,A-NVE,4189,NULL,NULL
2898,επεσκιασεν,epeskiasen,epeskiasen,<i>(hij)</i>-OP-SCHADUW<i>t</i>,<i>(hij)</i> omschaduw<i>t</i>,(hij)-OP-SCHADUWt,(hij) omschaduwt,1982,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,1878,NULL,NULL
2899,νεφελης,nep<sup>h</sup>elēs,nepheles,WOLK,wolk,WOLK,wolk,3507,N-GSF,N-GSF,N-GVE,N-GVE,3576,NULL,NULL
2901,εφοβηθησαν,ep<sup>h</sup>obēt<sup>h</sup>ēsan,ephobethesan,<i>(zij)-worden-be</i>VREES<i>d</i>,<i>(zij) worden be</i>vrees<i>d</i>,(zij)-worden-beVREESd,(zij) worden bevreesd,5399,V-NNPI-3P,V-AOI-3P,W-GHPA-3M,W-Ao-Pas-Ind-3M,4167,NULL,NULL
2902,αψαμενος,<sup>h</sup>ap<sup>s</sup>amenos,hapsamenos,RAKEN<i>de</i><sup>๏</sup>,aanraken<i>de</i><sup>๏</sup>,RAKENde,aanrakende,680,V-NNMP-NSM,V-AMP-NSM,W-GHMD-NME,W-Ao-Med-Ptc-NME,2240,NULL,NULL
2903,εγερθητε,egert<sup>h</sup>ēte,egerthete,<i>word-(jullie)-ge</i>WEK<i>t!</i>,<i>word (jullie)</i> op<i>ge</i>wek<i>t!</i>,wordt-(jullie)-geWEKt!,wordt (jullie) opgewekt!,1453,V-NNPM-2P,V-APM-2P,W-GHPG-2M,W-Ao-Pas-Imp-2M,1412,NULL,NULL
2904,επαραντες,eparantes,eparantes,OP-HEFFEN<i>den</i>,opheffen<i>den</i>,OP-HEFFENden,opheffenden,1869,V-NNAP-NPM,V-AAP-NPM,W-GHAD-NMM,W-Ao-Act-Ptc-NMM,1740,NULL,NULL
2905,ουδενα,oudena,oudena,NIET-ECHTER-ÉÉN,niets/niemand,NIET-ECHTER-ÉÉN,niets/niemand,3762,A-ASM-N,A-ASM-N,A-AME-N,A-AME-N,3786,NULL,NULL
2906,καταβαινοντων,katabainontōn,katabainonton,<i>van</i>-NEER-STAPpen<i>de-zijnden</i>,<i>van</i> vanaf stappen<i>de zijnden</i>,van-NEER-STAPpende-zijnden,van vanaf stappende zijnden,2597,V-NIAP-GPM,V-PAP-GPM,W-GOAD-GMM,W-Pr-Act-Ptc-GMM,2739,NULL,NULL
2908,ειπητε,eipēte,eipete,<i>dat-(jullie)</i>-VERZAMELE+N,<i>dat (jullie)</i> zegge(n),dat-jullie-VERZAMELE+N,dat jullie zegge(n),2036,V-NNAS-2P,V-2AAS-2P,W-GHAV-2M,W-2Ao-Act-Con-2M,3181,NULL,NULL
2909,οραμα,<sup>h</sup>orama,horama,ZIE-effect,gezicht,ZIE-effect,gezicht,3705,N-ASN,N-ASN,N-AOE,N-AOE,2425,NULL,NULL
2910,νεκρων,nekrōn,nekron,<i>van</i>-DOOD,<i>van</i> dood (zijn),van-DOOD,van dood (zijn),3498,A-GPM,A-GPM,A-GMM,A-GMM,3566,NULL,NULL
2911,εγερθη,egert<sup>h</sup>ē,egerthe,<i>dat-(hij)-ge</i>WEK<i>t-worde</i>,<i>dat (hij)</i> op<i>ge</i>wek<i>t worde</i>,dat-(hij)-geWEKt-worde,dat (hij) opgewekt worde,1453,V-NNPS-3S,V-APS-3S,W-GHPV-3E,W-Ao-Pas-Con-3E,1412,NULL,NULL
2914,αποκαταστησει,apokatastēsei,apokatastesei,<i>(hij)-zal</i>-VANAF-NEER-STAAN<i>de-zijn</i>,<i>(hij) zal</i> herstellen<i>de zijn</i>,(hij)-zal-VANAF-NEER-STAANde-zijn,(hij) zal herstellende zijn,600,V-FIAI-3S,V-FAI-3S,W-TOAA-3E,W-Fu-Act-Ind-3E,584,NULL,NULL
2915,επεγνωσαν,epegnōsan,epegnosan,<i>(zij)</i>-OP-KENNEN,<i>(zij)</i> erkennen,zij-OP-KENNEN,zij erkennen,1921,V-NNAI-3P,V-2AAI-3P,W-GHAA-3M,W-2Ao-Act-Ind-3M,1822,NULL,NULL
2916,εποιησαν,epoiēsan,epoiesan,<i>(zij)</i>-DOEN,<i>(zij)</i> doen,zij-DOEN,zij doen,4160,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,4315,NULL,NULL
2917,ηθελησαν,ēt<sup>h</sup>elēsan,ethelesan,<i>(zij)</i>-WILlen,<i>(zij)</i> willen,zij-WILlen,zij willen,2309,V-NNAI-3P,V-AAI-3P,W-GHAA-3M,W-Ao-Act-Ind-3M,5298,NULL,NULL
2918,πασχειν,pask<sup>h</sup>ein,paskhein,EMOTIE-<i>ende-te-zijn</i>,lijden<i>de te zijn</i>,EMOTIE-ende-te-zijn,lijdende te zijn,3958,V-NIAN,V-PAN,W-GOAO,W-Pr-Act-Inf,3964,NULL,NULL
2920,ελθοντων,elt<sup>h</sup>ontōn,elthonton,<i>van</i>-KOMEN<i>den</i>,<i>van</i> komen<i>den</i>,van-KOMENden,van komenden,2064,V-NNAP-GPM,V-2AAP-GPM,W-GHAD-GMM,W-2Ao-Act-Ptc-GMM,1925,NULL,NULL
2921,γονυπετων,gonupetōn,gonupeton,KNIE-VALlen<i>de-zijnde</i>,op de knieën vallen<i>de zijnde</i>,KNIE-VALlende-zijnde,op de knieën vallende zijnde,1120,V-NIAP-NSM,V-PAP-NSM,W-GOAD-NME,W-Pr-Act-Ptc-NME,2184,NULL,NULL
2922,σεληνιαζεται,selēniazetai,seleniazetai,<i>(hij)-is</i>-MAAN-doen<i>de</i><sup>๏</sup>,<i>(hij) is</i> epileptisch<sup>๏</sup>,hij-is-MAAN-doende,hij is epileptisch,4583,V-RIMI-3S,V-PNI-3S,W-HOMA-3E,W-Pr-Med-Ind-3E,4774,NULL,NULL
2923,πολλακις,pollakis,pollakis,VEEL-MAAL,vaak,VEEL-MAAL,vaak,4178,ADV,ADV,BIJW,BIJW,4334,NULL,NULL
2924,πιπτει,piptei,piptei,<i>(hij)-is</i>-VALlen<i>de</i>,<i>(hij) is</i> vallen<i>de</i>,hij-is-VALlende,hij is vallende,4098,V-RIAI-3S,V-PAI-3S,W-HOAA-3E,W-Pr-Act-Ind-3E,4252,NULL,NULL
2925,υδωρ,<sup>h</sup>udōr,hudor,NAT,water,NAT,water,5204,N-ASN,N-ASN,N-AOE,N-AOE,2466,NULL,NULL
2926,προσηνεγκα,prosēnegka,prosenegka,<i>(ik)</i>-NAARTOE-DRAAG,<i>(ik)</i> breng naartoe,ik-NAARTOE-DRAAG,ik breng naartoe,4374,V-NNAI-1S,V-AAI-1S,W-GHAA-1E,W-Ao-Act-Ind-1E,4550,NULL,NULL
2927,ηδυνηθησαν,ēdunēt<sup>h</sup>ēsan,edunethesan,<i>(zij)-worden</i>-VERMOGEN,<i>(zij) worden ge</i>kun<i>d</i>,(zij)-worden-VERMOGEN,(zij) worden gekund,1410,V-NNPI-3P-ATT,V-AOI-3P-ATT,W-GHPA-3M-ATT,W-Ao-Pas-Ind-3M-ATT,1378,NULL,NULL
2928,θεραπευσαι,t<sup>h</sup>erapeusai,therapeusai,WARM-<i>en</i>-VANAF,<i>te</i> (laten) genezen,WARM-en-VANAF,te (laten) genezen,2323,V-NNAN,V-AAN,W-GHAO,W-Ao-Act-Inf,5315,NULL,NULL
2929,γενεα,genea,genea,GEWORDEN!,generatie!,GEWORDEN!,generatie!,1074,N-VSF,N-VSF,N-VVE,N-VVE,2136,NULL,NULL
2930,απιστος,apistos,apistos,ON-GELOVENd!,ongelovig!,ON-GELOVENd!,ongelovig!,571,A-VSF,A-VSF,A-VVE,A-VVE,553,NULL,NULL
2931,διεστραμμενη,diestrammenē,diestrammene,DOOR-<i>ge</i>KEER<i>d-hebbende</i><sup>๏</sup>,verdraai<i>d hebbende</i><sup>๏</sup>,DOOR-geKEERd-hebbende,verdraaid hebbende,1294,V-NCMP-NSF,V-RPP-NSF,W-GVMD-NVE,W-Pf-Med-Ptc-NVE,1257,NULL,NULL
2932,ποτε,pote,pote,?-WELK-BOVENDIEN,(tot) wanneer?,?-WELK-BOVENDIEN,(tot) wanneer?,4219,PRT-I,PRT-I,PRT-Vr,PRT-Vr,4379,NULL,NULL
2933,εσομαι,esomai,esomai,<i>(ik)-zal</i>-ZIJN<sup>๏</sup>,<i>(ik) zal</i> zijn<sup>๏</sup>,ik-zal-ZIJN,ik zal zijn,2071 (1510),V-FIMI-1S,V-FDI-1S,W-TOMA-1E,W-Fu-Med-Ind-1E,1459,NULL,NULL
2934,ανεξομαι,anek<sup>s</sup>omai,aneksomai,<i>(ik)-zal</i>-OPWAARTS-HEBBEN<i>de-zijn</i><sup>๏</sup>,<i>(ik) zal</i> verdragen<i>de zijn</i><sup>๏</sup>,ik-zal-OPWAARTS-HEBBENde-zijn,ik zal verdragende zijn,430,V-FIMI-1S,V-FDI-1S,W-TOMA-1E,W-Fu-Med-Ind-1E,371,NULL,NULL
2935,αυτω,autō,auto,<i>aan</i>-ZELFDE,<i>aan</i> zelf,aan-ZELFDE,aan zelf,846,P-DSN,P-DSN,P-DOE,P-DOE,833,NULL,NULL
2936,δαιμονιον,daimonion,daimonion,LEER-ende-je,demon(tje),LEER-ende-je,demon(tje),1140,N-NSN,N-NSN,N-NOE,N-NOE,1092,NULL,NULL
2937,εθεραπευθη,et<sup>h</sup>erapeut<sup>h</sup>ē,etherapeuthe,<i>(hij)-wordt-ge</i>-WARM-<i>d</i>-VANAF,<i>(hij) wordt</i> genezen (<i>ge</i>laten),(hij)-wordt-ge-WARM-d-VANAF,(hij) wordt genezen (gelaten),2323,V-NNPI-3S,V-API-3S,W-GHPA-3E,W-Ao-Pas-Ind-3E,5315,NULL,NULL
2938,ηδυνηθημεν,ēdunēt<sup>h</sup>ēmen,edunethemen,<i>(wij)-worden</i>-VERMOGEN,<i>(wij) worden ge</i>kun<i>d</i>,(wij)-worden-VERMOGEN,(wij) worden gekund,1410,V-NNPI-1P-ATT,V-AOI-1P-ATT,W-GHPA-1M-ATT,W-Ao-Pas-Ind-1M-ATT,1378,NULL,NULL
2939,εκβαλειν,ekbalein,ekbalein,UIT-<i>te</i>-WERPEN,uit <i>te</i> werpen,UIT-te-WERPEN,uit te werpen,1544,V-NNAN,V-2AAN,W-GHAO,W-2Ao-Act-Inf,1483,NULL,NULL
2940,ολιγοπιστιαν,oligopistian,oligopistian,WEINIG-GELOOF,klein geloof,WEINIG-GELOOF,klein geloof,[3640],N-ASF,N-ASF,N-AVE,N-AVE,3692,NULL,NULL
2941,εχητε,ek<sup>h</sup>ēte,ekhete,<i>dat-(jullie)</i>-HEBBEN<i>de-zij-n</i>,<i>dat (jullie)</i> hebben<i>de zij(n)</i>,dat-jullie-HEBBENde-zij-n,dat jullie hebbende zij(n),2192,V-NIAS-2P,V-PAS-2P,W-GOAV-2M,W-Pr-Act-Con-2M,1404,NULL,NULL
2942,κοκκον,kokkon,kokkon,KORREL,korrel,KORREL,korrel,2848,N-ASM,N-ASM,N-AME,N-AME,3026,NULL,NULL
2943,ερειτε,ereite,ereite,<i>(jullie)-zullen</i>-GUTSEN<i>de-zijn</i>,<i>(jullie) zullen</i> uitspreken<i>de zijn</i>,jullie-zullen-GUTSENde-zijn,jullie zullen uitsprekende zijn,2046,V-FIAI-2P,V-FAI-2P,W-TOAA-2M,W-Fu-Act-Ind-2M,1932,NULL,NULL
2944,ορει,orei,orei,ZIEN,berg,ZIEN,berg,3735,N-DSN,N-DSN,N-DOE,N-DOE,3758,NULL,NULL
2945,τουτω,toutō,touto,DE/HET-ZELFDE,deze,DE/HET-ZELFDE,deze,5129,D-DSN,D-DSN,D-DOE,D-DOE,5404,NULL,NULL
2946,μεταβα,metaba,metaba,MET-STAP<i>-(je)!</i>,ga verder <i>(je)!</i>,MET-STAP-(je)!,ga verder (je)!,3327,V-NNAM-2S,V-2AAM-2S,W-GHAG-2E,W-2Ao-Act-Imp-2E,3414,NULL,NULL
2947,ενθεν,ent<sup>h</sup>en,enthen,IN-PLAATS,vandaar,IN-PLAATS,vandaar,[1782],ADV,ADV,BIJW,BIJW,1714,NULL,NULL
2948,μεταβησεται,metabēsetai,metabesetai,<i>(hij)-zal</i>-MET-STAPpen<i>de-zijn</i><sup>๏</sup>,<i>(hij) zal</i> verdergaan<i>de zijn</i><sup>๏</sup>,het-zal-MET-STAPpende-zijn,hij zal verdergaande zijn,3327,V-FIMI-3S,V-FDI-3S,W-TOMA-3E,W-Fu-Med-Ind-3E,3414,NULL,NULL
