num,hebreeuws,text,BDB,pos
2974,יָאַל,"ya'al, <i>yaw-al'</i>;  a primitive root (probably rather the same as 'ya'al' (<a class=""SR"">H2973</a>) through the idea of mental weakness); properly, to yield, especially assent; hence (pos.) to undertake as an act of volition:--assay, begin, be content, please, take upon, X  willingly, would.","1) to begin, make a beginning, show willingness, undertake to do, be pleased, be determined<br><div class=""s15p"">1a) (Hiphil)</div><div class=""s30p"">1a1) to agree to, show willingness, acquiesce, accept an invitation, be willing</div><div class=""s30p"">1a2) to undertake</div><div class=""s30p"">1a3) to resolve, be pleased, be determined</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root [probably rather the same as <a class='SR'>H2973</a> through the idea of mental weakness]",v
2975,יְאֹר,"y`or, <i>yeh-ore'</i>;  of Egyptian origin; a channel, e.g. a fosse, canal, shaft; specifically the Nile, as the one river of Egypt, including its collateral trenches; also the Tigris, as the main river of Assyria:--brook, flood, river, stream.","1) river, stream, canal, Nile, Nile-canal<br><div class=""s15p"">1a) stream, river (Nile)</div><div class=""s15p"">1b) Nile-arms, Nile-canals</div><div class=""s15p"">1c) watercourses</div><div class=""s15p"">1d) shafts (mining)</div><div class=""s15p"">1e) river (in general)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: of Egyptian origin",n-m
2976,יָאַשׁ,"ya'ash, <i>yaw-ash'</i>;  a primitive root; to desist, i.e. (figuratively) to despond:--(cause to) despair, one that is desperate, be no hope.","1) to despair<br><div class=""s15p"">1a) (Niphal) to be despaired, be desperate</div><div class=""s15p"">1b) (Piel) to cause to despair</div>2) it is hopeless!<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
2977,יֹאשִׁיָּהוּ,"Yo'shiyah, <i>yo-shee-yaw'</i>;  or {yo-she-yaw'-hoo}; from the same root as ''ashuwyah' (<a class=""SR"">H803</a>) and 'Yahh' (<a class=""SR"">H3050</a>); founded of Jah; Joshijah, the name of two Israelites:-- Josiah.","Josiah = ""whom Jehovah heals""<br>1) son of Amon by Jedidah who succeeded his father to the throne of Judah and reigned for 31 years; his reign is noteworthy for the great revivals back to the worship of Jehovah which he led<br>2) a returned exile and son of Zephaniah at whose house took place the solemn and symbolical crowning of Joshua the high priest in the time of Zechariah the prophet<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from the same root as <a class='SR'>H803</a> and <a class='SR'>H3050</a>",
2978,יְאִתוֹן,"y'ithown, <i>yeh-ee-thone'</i>;  from ''athah' (<a class=""SR"">H857</a>); an entry:--entrance.",1) entrance<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H857</a>,n-m
2979,יְאָתְרַי,"y'athray, <i>yeh-aw-ther-ah'ee</i>;  from the same as ''Athariym' (<a class=""SR"">H871</a>); stepping; Jeatherai, an Israelite:--Jeaterai.","Jeaterai = ""whom Jehovah leads""<br>1) a Gershonite Levite, son of Zerah<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H871</a>",n-pr-m
2980,יָבַב,"yabab, <i>yaw-bab</i>;  a primitive root; to bawl:--cry out.","1) (Piel) to cry, cry shrilly<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
2981,יְבוּל,"ybuwl, <i>yeb-ool'</i>;  from 'yabal' (<a class=""SR"">H2986</a>); produce, i.e. a crop or (figuratively) wealth:--fruit, increase.","1) produce, fruit, produce (of the soil)<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H2986</a>",n-m
2982,יְבוּס,"Ybuwc, <i>yeb-oos'</i>;  from 'buwc' (<a class=""SR"">H947</a>); trodden, i.e. threshing-place; Jebus, the aboriginal name of Jerusalem:--Jebus.","Jebus = ""threshing place""<br>1) an early name for Jerusalem, the city of the Jebusites; also 'Jebusi'<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H947</a>",n-pr-loc
2983,יְבוּסִי,"Yebuwciy, <i>yeb-oo-see'</i>;  patrial from 'Ybuwc' (<a class=""SR"">H2982</a>); a Jebusite or inhabitant of Jebus:--Jebusite(-s).","Jebusite = ""descendants of Jebus""<br>1) descendants of the 3rd son of Canaan who lived in or around the site of Jebus, the early name for Jerusalem<br>Part of Speech: noun patrial masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H2982</a>",n-m
2984,יִבְחַר,"Yibchar, <i>yib-khar'</i>;  from 'bachar' (<a class=""SR"">H977</a>); choice; Jibchar, an Israelite:--Ibhar.","Ibhar = ""Jehovah chooses""<br>1) one of the sons of David, born in Jerusalem<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H977</a>",n-pr-m
2985,יָבִין,"Yabiyn, <i>yaw-bene'</i>;  from 'biyn' (<a class=""SR"">H995</a>); intelligent; Jabin, the name of two Canaanitish kings:--Jabin.","Jabin = ""whom God observes""<br>1) a king of Hazor who organised a confederacy of the northern princes against Joshua; confederacy routed by the waters of Merom<br>2) another king of Hazor whose general, Sisera, was defeated by Barak<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H995</a>",n-pr-m
2986,יָבַל,"yabal, <i>yaw-bal'</i>;  a primitive root; properly, to flow; causatively, to bring (especially with pomp):--bring (forth), carry, lead (forth).","1) to bring, lead, carry, conduct, bear along<br><div class=""s15p"">1a) (Hiphil)</div><div class=""s30p"">1a1) to bear along, bring</div><div class=""s30p"">1a2) to carry away, lead away</div><div class=""s30p"">1a3) to lead, conduct</div><div class=""s15p"">1b) (Hophal)</div><div class=""s30p"">1b1) to be borne along</div><div class=""s30p"">1b2) to be borne (to the grave)</div><div class=""s30p"">1b3) to be brought, be led, be conducted</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
2987,יְבַל,"ybal, <i>yeb-al'</i>;  (Aramaic) corresponding to 'yabal' (<a class=""SR"">H2986</a>); to bring:--bring, carry.","1) (Aphel) to bring, carry, bear along<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H2986</a>",v
2988,יָבָל,"yabal, <i>yaw-bawl'</i>;  from 'yabal' (<a class=""SR"">H2986</a>); a stream:--(water-)course, stream.","1) a stream, watercourse<br><div class=""s15p"">1a) as irrigating</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H2986</a>",n-m
2989,יָבָל,"Yabal, <i>yaw-bawl'</i>;  the same as 'yabal' (<a class=""SR"">H2988</a>); Jabal, an antediluvian:--Jabal.","Jabal = ""stream of water""<br>1) the son of Lamech by Adah and brother of Jubal; described as the father of such as dwell in tents and have cattle<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H2988</a>",n-pr-m
2990,יַבֵּל,"yabbel, <i>yab-bale'</i>;  from 'yabal' (<a class=""SR"">H2986</a>); having running sores:--wen.","1) running sore, runnings, suppurating, ulcer<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H2986</a>",n-m
2991,יִבְלְעָם,"Yibl`am, <i>yib-leh-awm'</i>;  from 'bala`' (<a class=""SR"">H1104</a>) and '`am' (<a class=""SR"">H5971</a>); devouring people; Jibleam, a place in Palestine:--Ibleam.","Ibleam = ""devouring the people""<br>1) a city of Manasseh apparently located in the territory of either Issachar or Asher<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1104</a> and <a class='SR'>H5971</a>",n-pr-loc
2992,יָבַם,"yabam, <i>yaw-bam'</i>;  a primitive root of doubtful meaning; used only as a denominative from 'yabam' (<a class=""SR"">H2993</a>); to marry a (deceased) brother's widow:--perform the duty of a husband's brother, marry.","1) (Piel) to perform levirate marriage, perform the duty of a brother-in-law<br><div class=""s15p"">1a) the duty due to a brother who died childless - to marry his widow and have a son for his name</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root of doubtful meaning",v
2993,יָבָם,"yabam, <i>yaw-bawm'</i>;  from (the orig. of) 'yabam' (<a class=""SR"">H2992</a>); a brother-in-law:--husband's brother.","1) brother-in-law, husband's brother<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from (the orig. of) <a class='SR'>H2992</a>",n-m
2994,יְבֵמֶת,"Ybemeth, <i>yeb-ay'-meth</i>;  feminine participle of 'yabam' (<a class=""SR"">H2992</a>); a sister-in-law:--brother's wife, sister in law.","1) sister-in-law, brother's wife, brother's widow<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: participle of <a class='SR'>H2992</a>",n-f
2995,יַבְנְאֵל,"Yabn'el, <i>yab-neh-ale'</i>;  from 'banah' (<a class=""SR"">H1129</a>) and ''el' (<a class=""SR"">H410</a>): built of God; Jabneel, the name of two places in Palestine:--Jabneel.","Jabneel = ""God causes to build""<br>1) a town in Judah on the northern boundary near the sea<br>2) a town in Naphtali on the boundary in upper Galilee<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1129</a> and <a class='SR'>H410</a>",n-pr-loc
2996,יַבְנֶה,"Yabneh, <i>yab-neh'</i>;  from 'banah' (<a class=""SR"">H1129</a>); a building; Jabneh, a place in Palestine:--Jabneh.","Jabneh = ""building of God""<br>1) a Philistine city<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1129</a>",n-pr-loc
2997,יִבְנְיָה,"Yibnyah, <i>yib-neh-yaw'</i>;  from 'banah' (<a class=""SR"">H1129</a>) and 'Yahh' (<a class=""SR"">H3050</a>); built of Jah; Jibnejah, an Israelite:--Ibneiah.","Ibneiah = ""Jehovah builds""<br>1) a Benjamite, son of Jehoram<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1129</a> and <a class='SR'>H3050</a>",n-pr-m
2998,יִבְנִיָּה,"Yibniyah, <i>yib-nee-yaw'</i>;  from 'banah' (<a class=""SR"">H1129</a>) and 'Yahh' (<a class=""SR"">H3050</a>); building of Jah; Jibnijah, an Israelite:--Ibnijah.","Ibnijah = ""whom Jehovah will build up""<br>1) a Benjamite<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1129</a> and <a class='SR'>H3050</a>",n-pr-m
2999,יַבֹּק,"Yabboq, <i>yab-boke'</i>;  probably from 'baqaq' (<a class=""SR"">H1238</a>); pouring forth; Jabbok, a river east of the Jordan:--Jabbok.","Jabbok = ""emptying""<br>1) a stream which intersects the mountain range of Gilead, and falls into the Jordan on the east about midway between the Sea of Galilee and the Dead Sea<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: probably from <a class='SR'>H1238</a>",n-pr-loc
3000,יְבֶרֶכְיָהוּ,"Yberekyahuw, <i>yeb-eh-rek-yaw'-hoo</i>;  from 'barak' (<a class=""SR"">H1288</a>) and 'Yahh' (<a class=""SR"">H3050</a>): blessed of Jah; Jeberekjah, an Israelite:--Jeberechiah.","Jeberechiah = ""Jehovah blesses""<br>1) father of a Zechariah, in the reign of Ahaz and time of Isaiah<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1288</a> and <a class='SR'>H3050</a>",n-pr-m
3001,יָבֵשׁ,"yabesh, <i>yaw-bashe'</i>;  a primitive root; to be ashamed, confused or disappointed; also (as failing) to dry up (as water) or wither (as herbage):--be ashamed, clean, be confounded, (make) dry (up), (do) shame(-fully), X utterly, wither (away).","1) to make dry, wither, be dry, become dry, be dried up, be withered<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to be dry, be dried up, be without moisture</div><div class=""s30p"">1a2) to be dried up</div><div class=""s15p"">1b) (Piel) to make dry, dry up</div><div class=""s15p"">1c) (Hiphil)</div><div class=""s30p"">1c1) to dry up, make dry</div><div class=""s45p"">1c1a) to dry up (water)</div><div class=""s45p"">1c1b) to make dry, wither</div><div class=""s45p"">1c1c) to exhibit dryness</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3002,יָבֵשׁ,"yabesh, <i>yaw-bashe'</i>;  from 'yabesh' (<a class=""SR"">H3001</a>); dry:--dried (away), dry.",1) dry<br>2) dried<br>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3001</a>,a
3003,יָבֵישׁ,"Yabesh, <i>yaw-bashe'</i>;  the same as 'yabesh' (<a class=""SR"">H3002</a>) (also Yabeysh {yaw-bashe'}; often with the addition of 'Gil`ad' (<a class=""SR"">H1568</a>), i.e. Jabesh of Gilad); Jobesh, the name of an Israelite and of a place in Palestine:--Jobesh ((-Gilead)).","Jabesh = ""dry""<br>1) a town in the territory of Gilead; according to Eusebius, it is beyond the Jordan, 6 miles (10 kilometers) from Pella, on the mountain road to Gerasa; site unknown but may be modern 'Wadi Yabes' (noun proper locative)<br>2) father of Shallum, the 15th king of the northern kingdom (noun proper masculine)<br>Part of Speech: see above in Definition<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H3002</a> (also Yabeysh)",
3004,יַבָּשָׁה,"yabbashah, <i>yab-baw-shaw'</i>;  from 'yabesh' (<a class=""SR"">H3001</a>); dry ground:--dry (ground, land).","1) dry land, dry ground<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3001</a>",n-f
3005,יִבְשָׂם,"Yibsam, <i>yib-sawm'</i>;  from the same as 'besem' (<a class=""SR"">H1314</a>); fragrant; Jibsam, an Israelite:--Jibsam.","Jibsam = ""pleasant""<br>1) one of the sons of Tola and a grandson of Issachar<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H1314</a>",n-pr-m
3006,יַבֶּשֶׁת,"yabbesheth, <i>yab-beh'-sheth</i>;  a variation of 'yabbashah' (<a class=""SR"">H3004</a>); dry ground:--dry land.",1) dry land<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: a variation of <a class='SR'>H3004</a>,n-f
3007,יַבֶּשֶׁת,"yabbesheth, <i>yab-beh'-sheth</i>;  (Aramaic) corresponding to 'yabbesheth' (<a class=""SR"">H3006</a>); dry land:--earth.",1) the earth (as a planet)<br>2) dry land<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H3006</a>,n-f
3008,יִגְאָל,"Yig'al, <i>yig-awl'</i>;  from 'ga'al' (<a class=""SR"">H1350</a>); avenger; Jigal, the name of three Israelites:--Igal, Igeal.","Igal or Igeal = ""He redeems""<br>1) son of Joseph and a spy from the tribe of Issachar<br>2) son of Nathan of Zobah, one of David's mighty warriors<br>3) a son of Shemaiah and descendant of Zerubbabel<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1350</a>",n-pr-m
3009,יָגַב,"yagab, <i>yaw-gab'</i>;  a primitive root; to dig or plow:--husbandman.","1) (Qal) to till, be a husbandman<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
3010,יָגֵב,"yageb, <i>yaw-gabe'</i>;  from 'yagab' (<a class=""SR"">H3009</a>); a plowed field:--field.","1) field, ploughed field<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H3009</a>",n-m
3011,יׇגְבְּהָה,"Yogbhah, <i>yog-beh-haw'</i>;  feminine from 'gabahh' (<a class=""SR"">H1361</a>); hillock; Jogbehah, a place East of the Jordan:--Jogbehah.","Jogbehah = ""lofty""<br>1) one of the cities east of the Jordan which was built and fortified by the tribe of Gad<br>Part of Speech: noun feminine proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H1361</a>",n-f
