id,vid,tekst,type
229,47005002,"<div><b>overkleed te worden</b><span class=""Apple-converted-space"">&nbsp;</span>– Als hier inderdaad sprake is van drie toestanden, naast ons huidige leven en het toekomende leven ook de tussen toestand van de dood, dan heeft dit direct implicaties voor verschillende vraagstukken. Het dogma van de ""onsterfelijke ziel"" stelt namelijk dat iemand die sterf gelijk – zoals traditioneel verwoord – via het oordeel naar de hemel of hel gaat. Dat zou inhouden dat er geen derde toestand is. Dan moet een andere uitleg voor het<span class=""Apple-converted-space"">&nbsp;</span><b>naakt</b><span class=""Apple-converted-space"">&nbsp;</span>uit vers 3 gevonden worden, bijvoorbeeld dat het eerder zoiets als<span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">zondig</a><span class=""Apple-converted-space"">&nbsp;</span>betekent (denk aan de naaktheid van Adam en Eva na de zondeval,<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">Gen 3:7</a>), of een synoniem voor niet gered zijn, zie de uitdrukking ""geen bruiloftskledij"" in<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">Mat 22:11</a>.<span class=""Apple-converted-space"">&nbsp;</span></div><div><span><br></span></div><div><span>Naar het idee van de onsterfelijke ziel gaat bij het sterven iemand gelijk over in een andere vorm van leven. Voor een overdenking van de teksten en argumenten, zie<span class=""Apple-converted-space"">&nbsp;</span><div class=""zoek-oc"" name=""5086"">Onsterfelijke ziel?</div>.</span></div>",6
230,47005004,"<div><b>Want ook wij die in de tent zijn zuchten bezwaard</b> – Griekse schrijvers omschreven het lichaam vaak als gevangenis of kerker van de ziel, die bij de dood vrijgelaten zou worden. Zo werd er neergekeken op het lichaam als iets basaals, iets dat alleen simpele vleselijke verlangens kan opbrengen. Plotinus schrijft hierover:</div><blockquote>Het lichaam is een wild beest dat levend gemaakt is, de echte mens is de andere ... de ziel die zelfs in zijn woning hier apart gehouden wordt</blockquote><div>In tegenstelling tot zijn tijdsgenoten ziet Paulus het lichaam niet als iets slechts of wilds, want de mens is goed gemaakt. En het bezwaard zuchten is niet om de ziel te bevrijden van het lichaam – want de ziel is in de Bijbel het samenvoegen van <a class=""mw"">geest</a> en lichaam – maar juist het krijgen van een <i>nieuw</i> lichaam (<a class=""l"">1Kor 15:25-49</a>).</div>",2
231,47005005,"<div><b>Die ons nu bereid voor ditzelfde is God</b> – De precieze betekenis van bereiden, <a class=""ghw"" name=""G_l_2870""><span class=""ncv-GH""><span class=""translit"">katergazomai</span><span class=""Greek"">κατεργαζομαι</span></span></a>, is hier niet eenvoudig vast te stellen. Dit woord, dat als trefwoord 'effectueren' heeft gekregen, wordt gebruikt om aan te geven dat iemand iets doet, bedrijft, in de praktijk brengt (bijv. <a class=""l"">Rom 7:18</a>), maar geeft in andere gevallen juist eerder aan dat iets teweeggebracht of voortgebracht wordt (bijv. <a class=""l"">Rom 7:8</a>). De Engelse CV heeft voor de tweede betekenis gekozen, maar ook een interpretatie toegevoegd:</div><blockquote>Now He Who produces us for this same longing is God</blockquote><div>In plaats van dat 'ditzelfde' terugverwijst naar het daadwerkelijke overkleed worden, verwijst het dan naar het verlangen ernaar, wat een licht verschil in betekenis geeft. God heeft ons voortgebracht voor (het verlangen naar) die gebeurtenis. Al is dit niet onmogelijk, het is een gekke woordkeuze voor het maken/schappen van ons.</div><br><div>De meeste andere Nederlandse vertalingen gaan naar een afgeleide betekenis die dicht bij effectueren of effectief maken licht: klaarmaken, gereedmaken of bereiden voor, wat de bijzin <b>voor ditzelfde</b> inderdaad lijkt aan te geven.</div>",1
232,47005005,"<div><b>Die ons ook de waarborg van de <a class=""mw"">geest</a> gegeven heeft</b> – Het gebruik van het woord waarborg hier komt uit de handel, en geeft aan dat de <a class=""mw"">geest</a> die nu al in ons is en werkt een verzekering is voor ons dat wij straks deel zullen hebben aan wat ons beloofd is, dat wij straks overkleed zullen worden. Zie ook <a class=""l"">1:22</a>, <a class=""l"">Efe 1:13,14</a>; <a class=""l"">Rom 8:13</a>.</div>",3
233,47005005,"<b>Die ons ook de waarborg van de <a class=""mw"">geest</a> gegeven heeft</b> – Als de <a class=""mw"">geest</a> die wij ontvangen hebben een zekerheid is van onze beloofde toekomst, dan kan dat vragen oproepen. Hoe zit het met zij die <a class=""mw"">geloven</a> en later toch het <a class=""mw"">geloof</a> vaarwel zeggen? En hoe zit het met de teksten die wel lijken te suggereren dat we moeten volhouden tot het einde, omdat we anders de boot missen (bijv. <a class=""l"">Kol 1:23</a>; <a class=""l"">1Kor 6:9-10</a>)? Zie <div class=""zoek-oc"" name=""5087"">Afval van de heiligen</div>.",6
234,47005006,"<div>Er volgt een wat cryptisch beeld, waarin de woorden <b>buitenshuis</b> en <b>thuis</b> door elkaar lijken te worden gebruikt. in de beeldspraak van Paulus hebben wij twee huizen: de tent van ons huidige lichaam en het huis van ons hemels lichaam. We kunnen thuis zijn in het ene huis, en zijn dan afwezig in het andere. Nu zijn we thuis in ons huidige lichaam, en buitenshuis van ons hemelse lichaam. Daarom zijn we nu nog <b>weg van de Heer</b>. In vers 8 spreek hij zijn verlangen uit, naar de omgekeerde situatie. Dan zijn we buitenshuis ten opzichte van ons huidige lichaam, en thuis bij de Heer (vergelijk <a class=""l"">Fil 1:23</a>).</div>",3
235,47005007,"<div>Paulus maakt deze tussenopmerking met het oog op het verschil tussen onze huidige toestand en dat waar we naar uitkijken. Nu leven we nog in ons lichaam op aarde en zijn weg bij de Heer (vers 6), nu zien we nog niets van de beloofde toekomst, waarin we in ons hemelse lichaam bij de Heer zullen zijn (vers 8). Daarom wandelen wij <b>niet door waarneming</b> – onze toekomst is simpelweg nog niet in zicht. Wat rest is <b>geloof</b>, vertrouwen op wat God voor ons beloofd heeft. Maar iets van die kracht van ons lichaam straks zien we nu al door de werking van de <a class=""mw"">geest</a> in ons.</div>",3
236,47005008,"<div><b>achten het goed ... thuis te zijn bij de Heer</b> – <a class=""l"">Fil 1:23</a></div>",5
237,47005009,"<div><b>daarom stellen wij er ook een eer in</b> –&nbsp;Het woord voor 'er een eer in stellen', <a class=""ghw"" name=""G_l_4158""><span class=""ncv-GH""><span class=""translit"">philotimeomai</span><span class=""Greek"">φιλοτιμεομαι</span></span></a>, wordt ook gebruikt in de context van het streven naar een prijs bij sport. Deze beeldspraak voor hoe onze houding en wandel in ons leven nu zou zijn gebruikt Paulus geregeld (<a class=""l"">1Kor 9:24,25</a>; <a class=""l"">Fil 3:14</a>; <a class=""l"">2Tim 4:7,8</a>), juist ook met het oog op de prijs of het loon dat we daaruit ontvangen, waar hij in het volgende vers over gaat spreken.</div>",0
238,47005010,"<div><b>voor het erepodium van Christus</b> – De keuze voor het trefwoord 'erepodium' is wellicht opvallend, zeker gezien het contrast met andere vertalingen, die meestal spreken over de '<a class=""mw"">rechterstoel</a>' van Christus. De keuze voor het woord is ook een reactie op de gangbare vertalingen. Die roepen het beeld op dat het voornaamste doel van ons verschijnen voor Christus is dat we berecht of veroordeeld worden, terwijl er voor ons geen veroordeling is (<a class=""l"">Rom 8:1</a>). Wij zullen juist lof ontvangen als we voor Hem verschijnen (<a class=""l"">1Kor 4:5</a>). </div><br><div>Toch kan, ook op basis van dit vers, hier tegen ingebracht worden dat 'erepodium' juist weer te veel alleen het positieve benadrukt. We zullen zowel het goede als het onrecht dat we doen terugontvangen van God (zie ook <a class=""l"">Efe 6:8</a>; <a class=""l"">1Kor 3:15</a>; <a class=""l"">Kol 3:25</a>). In <a class=""l"">1Kor 3:12-15</a> wordt ook gesproken over vuur dat onze werken toetst. Onze eigen werken van hout, hooi en stro verbranden, het goede dat God door ons heengewerkt heeft, het goud, zilver en waardevolle stenen, dat blijft over. Voor het goede ontvangen we loon, de werken die verbrand worden gaan verloren. Dan worden we wel gered, maar als door vuur heen. Het zal dus zeker niet alleen maar lof en eer zijn voor het podium van Christus.</div>",1
239,47005010,"<b>voor het erepodium van Christus</b> – Het woord voor 'erepodium', de <a class=""ghw"" name=""G_l_905""><span class=""ncv-GH""><span class=""translit"">bēma</span><span class=""Greek"">βημα</span></span></a>, wees op een podium in de stad die voornamelijk twee functies had. Het werd gebruik voor rechtszaken en om vanaf te spreken. Bij Paulus' eerste bezoek aan de Korintiërs werd hij door de Joden aangeklaagd en op het podium door stadhouder Gallio berecht (<a class=""l"">Hand 18:12-17</a>). Zowel Paulus als de Korintiërs zullen zich dit nog goed kunnen herinneren, en Paulus gebruikt het beeld nu voor het moment dat we voor Christus zullen staan, en onze daden beoordeeld worden. Door de herinnering op te halen zullen de Korintiërs gewaarschuwd zijn, maar hun daden worden niet door een stadhouder geoordeeld maar door Christus, en ze zullen ook lof en loon ontvangen voor hun goede daden.",2
240,47005011,"<div><b>De vrees van de Heer</b> – Dit is een bekende uitdrukking, die we ook in Handelingen tegenkomen (<a class=""l"">Hand 9:31</a>), een vaak in het Oude Testament (zie o.a. <a class=""l"">Psa 34:11</a>; <a class=""l"">Spr 1:29</a>; <a class=""l"">8:13</a>; <a class=""l"">9:10</a>). Als deze teksten bestudeerd worden blijkt het niet om angst te gaan, maar ontzag, eerbied en respect.</div>",4
241,47005011,"<b>De vrees van de Heer </b>– De meeste andere vertalingen hebben hier 'de vrees voor de Heer'. Als vrees inderdaad opgevat moet worden als ontzag, eerbied en respect, dan is dat ontzag, eerbied en respect <i>voor</i> de Heer, dat zeker. Door het te vertalen met <b>van</b> wordt meer nadruk gelegd op de oorsprong van deze houding, deze geeft God. De tweede naamval die hier gebruikt wordt heeft inderdaad als belangrijkste functie het aangeven van oorsprong of bezit, wat voor de vertaling spreekt. <br><div><br></div><div>Dit gaat echter lang niet voor alle plaatsen waar dit woord voorkomt met een tweede naamval op. In bijv. <a class=""l"">Mat 28:4</a> en <a class=""l"">Joh 17:13</a> zou 'van' absoluut de verkeerde vertaling zijn, terwijl de constructie hetzelfde is. Daar is de functie van de tweede naamval zeker niet het aangeven van oorsprong of bezit. Die naamval wordt ook bij een aantal werkwoorden gebruikt om het object erbij aan te geven, zo ook bij dit woord. Dan moet naar het Nederlands gekeken worden welk woord in onze taal altijd bij het vertaalwoord hoort. In het Nederlands is dat 'voor', 'vrezen voor'.&nbsp;</div><div><br></div><div>Daarom is de vertaling met 'voor' dus zeker te rechtvaardigen, puur taalkundig eigenlijk beter dat een vertaling met 'van'. Er is toch voor gekozen om 'van' te vertalen omdat, ook door hun kerkelijke achtergrond, de vertaling <i>de vrees voor God</i>&nbsp;bij veel gelovigen eerder beelden van angst <span>oproept&nbsp;</span>dan van respect, ontzag en eerbied. Bij vertalen moet ook altijd nagedacht worden wat voor beelden een vertaling oproept bij de lezers, en of dan de betekenis wel overkomt.</div>",1
242,47005011,"<div><b>overtuigen wij mensen; voor God echter worden wij openbaar gemaakt</b> – De tegenstanders in Korinte waren niet overtuigd van Paulus goede bedoelingen en beschuldigden hem van onbetrouwbaarheid (zie <a class=""l"">1:12-17</a> en bijbehorende voetnoten). Door de waarheid te openbaren bevalen Paulus en zijn medewerkers zichzelf aan bij ieder menselijk geweten (<a class=""l"">4:2</a>). Voor God waren hun bedoelingen echter al openbaar, en zullen voor allen openbaar worden gemaakt voor het podium van Christus (vers 10). Hij verwacht dat de Korintiërs hun daadwerkelijke motieven na deze brief &nbsp;al zullen inzien en hun vijandigheid laten gaan.</div>",4
244,47005012,"<div><b>maar geven jullie een aansporing door roem over jullie</b> – Vrijwel alle andere vertalingen hebben niet roem<b> </b><i>over jullie</i> maar <i>over ons</i>. Dit maakt het tekstgedeelte een stuk beter uit te leggen. Paulus beveelt zichzelf niet aan, maar geeft zijn motivaties en bevestigd de oorsprong van zijn evangelie en opdracht. Niet voor zichzelf, maar zodat zij de waarde ervan inzagen. Als zij daardoor een aansporing hadden over hem te roemen, dat is, hem te erkenden en hoog hadden, dan konden ze zijn boodschap pas goed begrijpen en zou het zijn dat zij&nbsp;<b>antwoord&nbsp;zouden hebben bij&nbsp;hen die zich beroemen in het uiterlijk en niet in het hart</b>. Dan konden ze weerwoord geven aan zijn en hun tegenstanders.</div><br><div>Deze vertalingen baseren zich op een variant, waarbij de Griekse tekst inderdaad <i>ons</i> in plaats van <i>jullie</i> heeft, die alleen in latere teksten voorkomt, van de zogenaamde Byzantijnse tekstfamilie. Alle belangrijke oude handschriften echter, de codices en de papyri, hebben <i>jullie</i>, en zo ook de <a class=""mw"">CGT</a> waarop de vertaling hier gebaseerd is. Die variant lijkt inderdaad veel beter ondersteund, maar wat bedoelt Paulus dan? In de context gaat het om het aanbevelen van Paulus, niet dat van de Korintiërs. De roem van de Korintiërs bij henzelf lijkt nooit een probleem geweest te zijn, wel hoe ze over Paulus dachten. En in de directe context is er ook niets dat een aansporing lijkt voor roem over de Korintiërs, iets dat hen beter in staat zou stellen te antwoorden. Het enige dat over hen genoemd wordt in de directe context is dat Paulus verwacht dat hij en zijn medewerkers ook in hun harten openbaar gemaakt zullen worden. Dit zou zeker hen in staat stellen beter antwoorden te kunnen geven, maar de aansporing tot roem lijkt daarin afwezig, en daarmee is de precieze betekenis van wat Paulus hier zegt nog onduidelijk.</div>",1
243,47005012,"<div><b>Wij bevelen niet weer onszelf aan bij jullie</b> – Zijn lezers zouden Paulus opnieuw kunnen verwijten dat hij zichzelf aanbeveelt. Dit verwijt vinden we vaak terug in deze brief (<a class=""l"">3:1</a>; <a class=""l"">4:2</a>; <a class=""l"">6:4</a>; <a class=""l"">10:12</a>; <a class=""l"">12:11</a>). Maar steeds opnieuw is het antwoord van Paulus dat het niet gaat om de mening van mensen, maar die van God (<a class=""l"">10:18</a>; <a class=""l"">1Kor 4:3-5</a>; <a class=""l"">Gal 1:10</a>).</div>",4
245,47005013,"<div>Wellicht had Paulus dwaas geleken voor de Korintiërs. Hij ging in zijn manier van doen en laten in tegen de norm in de Griekse cultuur. De tegenstand en vervolging die ze ondergingen voor hun roeping waren ongekend, en toch geven ze niet hoog op van zichzelf (<a class=""l"">1Kor 4:9-13</a>) maar zien zichzelf als dienaren en slaven van God. Hij was dwaas om Christus wil (<a class=""l"">1Kor 4:10</a>), voor God. Maar hij was ook verstandig, de leermeester van de natiën, en voor de Korintiërs was hij hun onderwijzer (<a class=""l"">Hand 18:11</a>) en degene die hun had voortgebracht naar het evangelie (<a class=""l"">1Kor 4:14-16</a>).</div>",3
246,47005014,"<div>In hun dienst aan de Korintiërs was de liefde de grote drijfveer. Het ging Paulus niet om zijn eigen eer, niet om aanzien of geld, zoals de Griekse filosofen verweten kon worden, hij was gestuurd door God en gedreven door Zijn liefde. Zoals hij in zijn brief aan de Filippenzen schreef is Christus ons voorbeeld. Zoals Hij zichzelf vernederde, dienstbaar werd en alles gaf voor de anderen, zo zouden wij in dezelfde <a class=""mw"">gezindheid</a> wandelen. Deze drijfveer maakte dat Paulus alles doorstond wat hij op zich af kreeg, en zich belangeloos bleef inzetten voor zijn <a class=""mw"">gemeenten</a>, voor de Korintiërs.</div>",3
247,47005015,"<div><b>dit geoordeeld hebbend</b> – Het deelwoord 'geoordeeld hebbend' staat hier in het Grieks in een vorm die meestal aangeeft dat iets voorafgaat aan de hoofdzin (voor de kenner: aoristus participium). Hij werd dus door de liefde gedrongen en gedreven in zijn taak doordat hij tot de conclusie kwam dat <b>indien Één voor allen gestorven is, zij dus allen gestorven zijn</b>.</div>",0
248,47005015,"<div><b>indien Één voor allen gestorven is</b> – Hier geeft Paulus zeer kort de kernwaarden van het evangelie weer<b>&nbsp;</b>(zie ook <a class=""l"">1Tim 2:6</a>). Zo heeft God zijn liefde bekend gemaakt (<a class=""l"">Rom 5:8</a>; <a class=""l"">1Joh 3:16</a>),  de liefde die Paulus daarna dreef om zich met eenzelfde onderschikking in te zetten voor die boodschap. Maar dit laat ons niet onaangeroerd. Hij stierf niet zomaar in onze plaats zodat wij niet meer zouden hoeven sterven, nee, allen stierven met Hem (zie <a class=""l"">Rom 6:4</a>; <a class=""l"">Gal 2:19,20</a>; <a class=""l"">Kol 2:12</a>; <a class=""l"">3:3</a>). Wat dat betekent heeft Paulus in Romeinen 6 uitvoerig uitgelegd. We zijn met Hem gestorven, zodat ons oude zondige leven mee aan het kruis is gegaan (<a class=""l"">Rom 6:6</a>, zie ook <a class=""l"">Gal 5:24</a>). En nu we met Hem weer zijn opgestaan en leven, leven we niet meer voor onszelf, maar voor Hem (<a class=""l"">Gal 2:19</a>). We zouden dan ook onze lichamen niet meer als werktuigen van de <a class=""mw"">onrechtvaardigheid</a>, maar van de gerechtigheid (<a class=""l"">Rom 6:13</a>) inzetten.</div><br><div>Hoe ver deze kern van het evangelie gaat zullen we moeilijk in ons leven kunnen doorgronden. We leven niet meer voor onszelf, dus we kunnen geen aanspraak meer maken op iets, alsof het van ons is. Ons lichaam is van Hem, ons leven is van Hem. Hoe makkelijk gaan we toch altijd verder met het leven van ons eigen leven zonder stil te staan bij wat God met ons leven wil. Voor Paulus betekende het dat hij alles wat hij eerst voor zichzelf van waarde achtte verbeurd verklaarde (<a class=""l"">Fil 3:7</a>) en heel zijn leven weidde aan de dienst van God.</div>",6
